"","ensembl_gene_id","ensembl_peptide_id","ensembl_gene_id_version","external_gene_name","external_gene_source","hgnc_id","hgnc_symbol","zfin_id_id","zfin_id_symbol","mmusculus_homolog_ensembl_gene","mmusculus_homolog_associated_gene_name","mmusculus_homolog_orthology_type","mmusculus_homolog_perc_id","mmusculus_homolog_perc_id_r1","mmusculus_homolog_orthology_confidence"
"16051","ENSAPEG00000011393","ENSAPEP00000015989","ENSAPEG00000011393.1","lyrm5a","ZFIN",NA,NA,"ZDB-GENE-050522-203","lyrm5a","ENSMUSG00000040370","Etfrf1","ortholog_one2one",72.9412,72.093,1
"16052","ENSAPEG00000011394","ENSAPEP00000016006","ENSAPEG00000011394.1","chrnb5b","ZFIN",NA,NA,"ZDB-GENE-120809-5","chrnb5b",NA,NA,NA,NA,NA,NA
"16053","ENSAPEG00000011395","ENSAPEP00000016066","ENSAPEG00000011395.1","strn4","ZFIN",NA,NA,"ZDB-GENE-070501-3","strn4","ENSMUSG00000030374","Strn4","ortholog_one2one",60.2332,61.1842,1
"16054","ENSAPEG00000011395","ENSAPEP00000016089","ENSAPEG00000011395.1","strn4","ZFIN",NA,NA,"ZDB-GENE-070501-3","strn4","ENSMUSG00000030374","Strn4","ortholog_one2one",60.2332,61.1842,1
"16055","ENSAPEG00000011396","ENSAPEP00000015987","ENSAPEG00000011396.1","HBE1","HGNC Symbol","HGNC:4830","HBE1",NA,NA,NA,NA,NA,NA,NA,NA
"16056","ENSAPEG00000011397","ENSAPEP00000016106","ENSAPEG00000011397.1","thsd7ba","ZFIN",NA,NA,"ZDB-GENE-070621-2","thsd7ba","ENSMUSG00000042581","Thsd7b","ortholog_one2one",53.1861,52.458,1
"16057","ENSAPEG00000011398","ENSAPEP00000016072","ENSAPEG00000011398.1","slc4a8","ZFIN",NA,NA,"ZDB-GENE-131119-88","slc4a8","ENSMUSG00000023032","Slc4a8","ortholog_one2one",75.8621,62.6263,0
"16058","ENSAPEG00000011399","ENSAPEP00000016033","ENSAPEG00000011399.1","pold2","ZFIN",NA,NA,"ZDB-GENE-030616-157","pold2","ENSMUSG00000020471","Pold2","ortholog_one2one",65.0424,65.4584,0
"16059","ENSAPEG00000011400","ENSAPEP00000016242","ENSAPEG00000011400.1","DNAJC13","HGNC Symbol","HGNC:30343","DNAJC13",NA,NA,"ENSMUSG00000032560","Dnajc13","ortholog_one2one",82.5602,82.3399,0
"16060","ENSAPEG00000011401","ENSAPEP00000016047","ENSAPEG00000011401.1","fam102ab","ZFIN",NA,NA,"ZDB-GENE-060929-412","fam102ab",NA,NA,NA,NA,NA,NA
"16061","ENSAPEG00000011403","ENSAPEP00000015992","ENSAPEG00000011403.1","ENSAPEG00000011403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16062","ENSAPEG00000011404","ENSAPEP00000015995","ENSAPEG00000011404.1","SUSD2","HGNC Symbol","HGNC:30667","SUSD2",NA,NA,"ENSMUSG00000006342","Susd2","ortholog_one2many",48.9571,48.6585,0
"16063","ENSAPEG00000011406","ENSAPEP00000016140","ENSAPEG00000011406.1","washc4","ZFIN",NA,NA,"ZDB-GENE-100427-4","washc4","ENSMUSG00000034560","Washc4","ortholog_one2one",83.4061,81.4152,0
"16064","ENSAPEG00000011407","ENSAPEP00000016041","ENSAPEG00000011407.1","mmachc","ZFIN",NA,NA,"ZDB-GENE-030131-3167","mmachc","ENSMUSG00000028690","Mmachc","ortholog_one2one",47.2868,43.7276,0
"16065","ENSAPEG00000011407","ENSAPEP00000016058","ENSAPEG00000011407.1","mmachc","ZFIN",NA,NA,"ZDB-GENE-030131-3167","mmachc","ENSMUSG00000028690","Mmachc","ortholog_one2one",47.2868,43.7276,0
"16066","ENSAPEG00000011408","ENSAPEP00000016073","ENSAPEG00000011408.1","slc5a8","ZFIN",NA,NA,"ZDB-GENE-141211-63","slc5a8","ENSMUSG00000020062","Slc5a8","ortholog_one2many",62.807,58.5925,1
"16067","ENSAPEG00000011410","ENSAPEP00000016109","ENSAPEG00000011410.1","dhx38","ZFIN",NA,NA,"ZDB-GENE-040426-1144","dhx38","ENSMUSG00000037993","Dhx38","ortholog_one2one",81.4785,83.4691,0
"16068","ENSAPEG00000011411","ENSAPEP00000016003","ENSAPEG00000011411.1","cops7a","ZFIN",NA,NA,"ZDB-GENE-030131-8680","cops7a","ENSMUSG00000030127","Cops7a","ortholog_one2one",52.2388,50.5415,0
"16069","ENSAPEG00000011411","ENSAPEP00000016023","ENSAPEG00000011411.1","cops7a","ZFIN",NA,NA,"ZDB-GENE-030131-8680","cops7a","ENSMUSG00000030127","Cops7a","ortholog_one2one",52.2388,50.5415,0
"16070","ENSAPEG00000011412","ENSAPEP00000016009","ENSAPEG00000011412.1","ENSAPEG00000011412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16071","ENSAPEG00000011413","ENSAPEP00000016016","ENSAPEG00000011413.1","ENSAPEG00000011413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16072","ENSAPEG00000011413","ENSAPEP00000016030","ENSAPEG00000011413.1","ENSAPEG00000011413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16073","ENSAPEG00000011414","ENSAPEP00000016026","ENSAPEG00000011414.1","si:ch211-81n22.1","ZFIN",NA,NA,"ZDB-GENE-131127-633","si:ch211-81n22.1",NA,NA,NA,NA,NA,NA
"16074","ENSAPEG00000011416","ENSAPEP00000016017","ENSAPEG00000011416.1","ENSAPEG00000011416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16075","ENSAPEG00000011417","ENSAPEP00000016057","ENSAPEG00000011417.1","hspb15","ZFIN",NA,NA,"ZDB-GENE-080214-5","hspb15",NA,NA,NA,NA,NA,NA
"16076","ENSAPEG00000011418","ENSAPEP00000016018","ENSAPEG00000011418.1","SLC7A1","HGNC Symbol","HGNC:11057","SLC7A1",NA,NA,NA,NA,NA,NA,NA,NA
"16077","ENSAPEG00000011419","ENSAPEP00000016022","ENSAPEG00000011419.1","ENSAPEG00000011419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16078","ENSAPEG00000011421","ENSAPEP00000016031","ENSAPEG00000011421.1","ENSAPEG00000011421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16079","ENSAPEG00000011422","ENSAPEP00000016028","ENSAPEG00000011422.1","ENSAPEG00000011422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16080","ENSAPEG00000011423","ENSAPEP00000016037","ENSAPEG00000011423.1","rps24","ZFIN",NA,NA,"ZDB-GENE-040109-5","rps24","ENSMUSG00000025290","Rps24","ortholog_one2one",88.9706,90.9774,0
"16081","ENSAPEG00000011423","ENSAPEP00000016055","ENSAPEG00000011423.1","rps24","ZFIN",NA,NA,"ZDB-GENE-040109-5","rps24","ENSMUSG00000025290","Rps24","ortholog_one2one",88.9706,90.9774,0
"16082","ENSAPEG00000011425","ENSAPEP00000016029","ENSAPEG00000011425.1","mpzl1l","ZFIN",NA,NA,"ZDB-GENE-050417-455","mpzl1l","ENSMUSG00000026566","Mpzl1","ortholog_one2one",37.7358,37.037,0
"16083","ENSAPEG00000011425","ENSAPEP00000016034","ENSAPEG00000011425.1","mpzl1l","ZFIN",NA,NA,"ZDB-GENE-050417-455","mpzl1l","ENSMUSG00000026566","Mpzl1","ortholog_one2one",37.7358,37.037,0
"16084","ENSAPEG00000011425","ENSAPEP00000016051","ENSAPEG00000011425.1","mpzl1l","ZFIN",NA,NA,"ZDB-GENE-050417-455","mpzl1l","ENSMUSG00000026566","Mpzl1","ortholog_one2one",37.7358,37.037,0
"16085","ENSAPEG00000011426","ENSAPEP00000016032","ENSAPEG00000011426.1","ENSAPEG00000011426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16086","ENSAPEG00000011426","ENSAPEP00000016049","ENSAPEG00000011426.1","ENSAPEG00000011426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16087","ENSAPEG00000011426","ENSAPEP00000016059","ENSAPEG00000011426.1","ENSAPEG00000011426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16088","ENSAPEG00000011426","ENSAPEP00000016074","ENSAPEG00000011426.1","ENSAPEG00000011426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16089","ENSAPEG00000011427","ENSAPEP00000016046","ENSAPEG00000011427.1","ENSAPEG00000011427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16090","ENSAPEG00000011428","ENSAPEP00000016040","ENSAPEG00000011428.1","ENSAPEG00000011428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16091","ENSAPEG00000011431","ENSAPEP00000016093","ENSAPEG00000011431.1","hacl1","ZFIN",NA,NA,"ZDB-GENE-040426-2058","hacl1","ENSMUSG00000021884","Hacl1","ortholog_one2one",64.6127,63.167,0
"16092","ENSAPEG00000011431","ENSAPEP00000016118","ENSAPEG00000011431.1","hacl1","ZFIN",NA,NA,"ZDB-GENE-040426-2058","hacl1","ENSMUSG00000021884","Hacl1","ortholog_one2one",64.6127,63.167,0
"16093","ENSAPEG00000011432","ENSAPEP00000016052","ENSAPEG00000011432.1","si:ch211-81n22.1","ZFIN",NA,NA,"ZDB-GENE-131127-633","si:ch211-81n22.1",NA,NA,NA,NA,NA,NA
"16094","ENSAPEG00000011433","ENSAPEP00000016036","ENSAPEG00000011433.1","ENSAPEG00000011433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16095","ENSAPEG00000011435","ENSAPEP00000016172","ENSAPEG00000011435.1","ENSAPEG00000011435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16096","ENSAPEG00000011436","ENSAPEP00000016063","ENSAPEG00000011436.1","ENSAPEG00000011436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16097","ENSAPEG00000011438","ENSAPEP00000016038","ENSAPEG00000011438.1","pkmyt1","ZFIN",NA,NA,"ZDB-GENE-060810-80","pkmyt1","ENSMUSG00000023908","Pkmyt1","ortholog_one2one",38.3162,45.5102,0
"16098","ENSAPEG00000011439","ENSAPEP00000016039","ENSAPEG00000011439.1","ENSAPEG00000011439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16099","ENSAPEG00000011442","ENSAPEP00000016079","ENSAPEG00000011442.1","cd4-1","ZFIN",NA,NA,"ZDB-GENE-100922-280","cd4-1","ENSMUSG00000023274","Cd4","ortholog_one2one",16.8085,17.2867,0
"16100","ENSAPEG00000011443","ENSAPEP00000016056","ENSAPEG00000011443.1","ENSAPEG00000011443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16101","ENSAPEG00000011444","ENSAPEP00000016062","ENSAPEG00000011444.1","med11","ZFIN",NA,NA,"ZDB-GENE-091207-2","med11","ENSMUSG00000018923","Med11","ortholog_one2one",58.6777,55.9055,0
"16102","ENSAPEG00000011445","ENSAPEP00000016345","ENSAPEG00000011445.1","mapkapk2b","ZFIN",NA,NA,"ZDB-GENE-071018-1","mapkapk2b",NA,NA,NA,NA,NA,NA
"16103","ENSAPEG00000011445","ENSAPEP00000016373","ENSAPEG00000011445.1","mapkapk2b","ZFIN",NA,NA,"ZDB-GENE-071018-1","mapkapk2b",NA,NA,NA,NA,NA,NA
"16104","ENSAPEG00000011445","ENSAPEP00000016394","ENSAPEG00000011445.1","mapkapk2b","ZFIN",NA,NA,"ZDB-GENE-071018-1","mapkapk2b",NA,NA,NA,NA,NA,NA
"16105","ENSAPEG00000011445","ENSAPEP00000016406","ENSAPEG00000011445.1","mapkapk2b","ZFIN",NA,NA,"ZDB-GENE-071018-1","mapkapk2b",NA,NA,NA,NA,NA,NA
"16106","ENSAPEG00000011447","ENSAPEP00000016101","ENSAPEG00000011447.1","nprl3","ZFIN",NA,NA,"ZDB-GENE-030131-1348","nprl3","ENSMUSG00000020289","Nprl3","ortholog_one2one",82.4524,68.5413,0
"16107","ENSAPEG00000011448","ENSAPEP00000016083","ENSAPEG00000011448.1","axin2","ZFIN",NA,NA,"ZDB-GENE-000403-2","axin2",NA,NA,NA,NA,NA,NA
"16108","ENSAPEG00000011449","ENSAPEP00000016107","ENSAPEG00000011449.1","si:ch1073-459j12.1","ZFIN",NA,NA,"ZDB-GENE-030131-8546","si:ch1073-459j12.1",NA,NA,NA,NA,NA,NA
"16109","ENSAPEG00000011450","ENSAPEP00000016065","ENSAPEG00000011450.1","ENSAPEG00000011450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16110","ENSAPEG00000011451","ENSAPEP00000016060","ENSAPEG00000011451.1","rps8a","ZFIN",NA,NA,"ZDB-GENE-030131-8626","rps8a","ENSMUSG00000047675","Rps8","ortholog_one2one",91.9811,93.75,0
"16111","ENSAPEG00000011451","ENSAPEP00000016069","ENSAPEG00000011451.1","rps8a","ZFIN",NA,NA,"ZDB-GENE-030131-8626","rps8a","ENSMUSG00000047675","Rps8","ortholog_one2one",91.9811,93.75,0
"16112","ENSAPEG00000011452","ENSAPEP00000016067","ENSAPEG00000011452.1","ENSAPEG00000011452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16113","ENSAPEG00000011454","ENSAPEP00000016061","ENSAPEG00000011454.1","lrrc32","ZFIN",NA,NA,"ZDB-GENE-090630-1","lrrc32",NA,NA,NA,NA,NA,NA
"16114","ENSAPEG00000011455","ENSAPEP00000016185","ENSAPEG00000011455.1","RHOG","HGNC Symbol","HGNC:672","RHOG",NA,NA,NA,NA,NA,NA,NA,NA
"16115","ENSAPEG00000011456","ENSAPEP00000016071","ENSAPEG00000011456.1","eif4ebp2","ZFIN",NA,NA,"ZDB-GENE-031118-83","eif4ebp2","ENSMUSG00000020091","Eif4ebp2","ortholog_one2one",65.7895,62.5,0
"16116","ENSAPEG00000011457","ENSAPEP00000016064","ENSAPEG00000011457.1","ube2g2","ZFIN",NA,NA,"ZDB-GENE-050417-288","ube2g2","ENSMUSG00000009293","Ube2g2","ortholog_one2one",66.879,63.6364,0
"16117","ENSAPEG00000011458","ENSAPEP00000016099","ENSAPEG00000011458.1","SLC29A4","HGNC Symbol","HGNC:23097","SLC29A4",NA,NA,"ENSMUSG00000050822","Slc29a4","ortholog_one2many",60.6227,62.6894,1
"16118","ENSAPEG00000011459","ENSAPEP00000016088","ENSAPEG00000011459.1","GAPDH","HGNC Symbol","HGNC:4141","GAPDH",NA,NA,"ENSMUSG00000110469","Gm10358","ortholog_one2many",78.481,55.8559,0
"16119","ENSAPEG00000011460","ENSAPEP00000016096","ENSAPEG00000011460.1","tdg.1","ZFIN",NA,NA,"ZDB-GENE-050522-44","tdg.1","ENSMUSG00000034674","Tdg","ortholog_one2many",50.8929,54.1568,0
"16120","ENSAPEG00000011460","ENSAPEP00000016110","ENSAPEG00000011460.1","tdg.1","ZFIN",NA,NA,"ZDB-GENE-050522-44","tdg.1","ENSMUSG00000034674","Tdg","ortholog_one2many",50.8929,54.1568,0
"16121","ENSAPEG00000011461","ENSAPEP00000016078","ENSAPEG00000011461.1","si:dkey-52j6.3","ZFIN",NA,NA,"ZDB-GENE-121214-255","si:dkey-52j6.3",NA,NA,NA,NA,NA,NA
"16122","ENSAPEG00000011462","ENSAPEP00000016094","ENSAPEG00000011462.1","taok3b","ZFIN",NA,NA,"ZDB-GENE-060526-59","taok3b",NA,NA,NA,NA,NA,NA
"16123","ENSAPEG00000011463","ENSAPEP00000016068","ENSAPEG00000011463.1","ENSAPEG00000011463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16124","ENSAPEG00000011464","ENSAPEP00000016156","ENSAPEG00000011464.1","sh3tc2","ZFIN",NA,NA,"ZDB-GENE-081104-347","sh3tc2","ENSMUSG00000045629","Sh3tc2","ortholog_one2one",33.7646,40.4965,1
"16125","ENSAPEG00000011464","ENSAPEP00000016178","ENSAPEG00000011464.1","sh3tc2","ZFIN",NA,NA,"ZDB-GENE-081104-347","sh3tc2","ENSMUSG00000045629","Sh3tc2","ortholog_one2one",33.7646,40.4965,1
"16126","ENSAPEG00000011465","ENSAPEP00000016080","ENSAPEG00000011465.1","ENSAPEG00000011465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16127","ENSAPEG00000011466","ENSAPEP00000016076","ENSAPEG00000011466.1","arrb2a","ZFIN",NA,NA,"ZDB-GENE-030131-29","arrb2a",NA,NA,NA,NA,NA,NA
"16128","ENSAPEG00000011467","ENSAPEP00000016097","ENSAPEG00000011467.1","STOML3","HGNC Symbol","HGNC:19420","STOML3",NA,NA,"ENSMUSG00000027744","Stoml3","ortholog_one2many",59.4982,57.8397,0
"16129","ENSAPEG00000011469","ENSAPEP00000016090","ENSAPEG00000011469.1","ENSAPEG00000011469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16130","ENSAPEG00000011470","ENSAPEP00000016171","ENSAPEG00000011470.1","emsy","ZFIN",NA,NA,"ZDB-GENE-030131-7832","emsy","ENSMUSG00000035401","Emsy","ortholog_one2one",57.6711,57.9905,0
"16131","ENSAPEG00000011470","ENSAPEP00000016195","ENSAPEG00000011470.1","emsy","ZFIN",NA,NA,"ZDB-GENE-030131-7832","emsy","ENSMUSG00000035401","Emsy","ortholog_one2one",57.6711,57.9905,0
"16132","ENSAPEG00000011471","ENSAPEP00000016081","ENSAPEG00000011471.1","ENSAPEG00000011471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16133","ENSAPEG00000011472","ENSAPEP00000016082","ENSAPEG00000011472.1","si:dkey-195m11.8","ZFIN",NA,NA,"ZDB-GENE-030131-3092","si:dkey-195m11.8",NA,NA,NA,NA,NA,NA
"16134","ENSAPEG00000011473","ENSAPEP00000016091","ENSAPEG00000011473.1","cldn11a","ZFIN",NA,NA,"ZDB-GENE-040718-369","cldn11a","ENSMUSG00000037625","Cldn11","ortholog_one2many",52.0737,54.5894,0
"16135","ENSAPEG00000011474","ENSAPEP00000016113","ENSAPEG00000011474.1","si:ch211-251b21.1","ZFIN",NA,NA,"ZDB-GENE-060809-5","si:ch211-251b21.1",NA,NA,NA,NA,NA,NA
"16136","ENSAPEG00000011475","ENSAPEP00000016129","ENSAPEG00000011475.1","mylka","ZFIN",NA,NA,"ZDB-GENE-030131-8207","mylka","ENSMUSG00000022836","Mylk","ortholog_one2one",66.9799,25.5897,0
"16137","ENSAPEG00000011475","ENSAPEP00000016198","ENSAPEG00000011475.1","mylka","ZFIN",NA,NA,"ZDB-GENE-030131-8207","mylka","ENSMUSG00000022836","Mylk","ortholog_one2one",66.9799,25.5897,0
"16138","ENSAPEG00000011476","ENSAPEP00000016087","ENSAPEG00000011476.1","ENSAPEG00000011476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16139","ENSAPEG00000011477","ENSAPEP00000016121","ENSAPEG00000011477.1","ppa1b","ZFIN",NA,NA,"ZDB-GENE-050417-375","ppa1b","ENSMUSG00000020089","Ppa1","ortholog_one2many",69.4158,69.8962,0
"16140","ENSAPEG00000011478","ENSAPEP00000016084","ENSAPEG00000011478.1","fam184a","ZFIN",NA,NA,"ZDB-GENE-041014-214","fam184a",NA,NA,NA,NA,NA,NA
"16141","ENSAPEG00000011479","ENSAPEP00000016085","ENSAPEG00000011479.1","ENSAPEG00000011479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16142","ENSAPEG00000011480","ENSAPEP00000016151","ENSAPEG00000011480.1","sema3fa","ZFIN",NA,NA,"ZDB-GENE-050513-1","sema3fa","ENSMUSG00000034684","Sema3f","ortholog_one2many",71.5543,62.1656,0
"16143","ENSAPEG00000011481","ENSAPEP00000016111","ENSAPEG00000011481.1","dpm2","ZFIN",NA,NA,"ZDB-GENE-030131-9093","dpm2","ENSMUSG00000026810","Dpm2","ortholog_one2one",42.7083,35.9649,1
"16144","ENSAPEG00000011481","ENSAPEP00000016124","ENSAPEG00000011481.1","dpm2","ZFIN",NA,NA,"ZDB-GENE-030131-9093","dpm2","ENSMUSG00000026810","Dpm2","ortholog_one2one",42.7083,35.9649,1
"16145","ENSAPEG00000011482","ENSAPEP00000016086","ENSAPEG00000011482.1","tpd52","ZFIN",NA,NA,"ZDB-GENE-060503-680","tpd52","ENSMUSG00000027506","Tpd52","ortholog_one2one",52.6749,51.8219,0
"16146","ENSAPEG00000011482","ENSAPEP00000016095","ENSAPEG00000011482.1","tpd52","ZFIN",NA,NA,"ZDB-GENE-060503-680","tpd52","ENSMUSG00000027506","Tpd52","ortholog_one2one",52.6749,51.8219,0
"16147","ENSAPEG00000011482","ENSAPEP00000016108","ENSAPEG00000011482.1","tpd52","ZFIN",NA,NA,"ZDB-GENE-060503-680","tpd52","ENSMUSG00000027506","Tpd52","ortholog_one2one",52.6749,51.8219,0
"16148","ENSAPEG00000011483","ENSAPEP00000016182","ENSAPEG00000011483.1","ENSAPEG00000011483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16149","ENSAPEG00000011483","ENSAPEP00000016200","ENSAPEG00000011483.1","ENSAPEG00000011483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16150","ENSAPEG00000011484","ENSAPEP00000016103","ENSAPEG00000011484.1","cd99l2","ZFIN",NA,NA,"ZDB-GENE-030131-1986","cd99l2","ENSMUSG00000035776","Cd99l2","ortholog_one2one",45.2381,24.0506,0
"16151","ENSAPEG00000011485","ENSAPEP00000016120","ENSAPEG00000011485.1","ENSAPEG00000011485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16152","ENSAPEG00000011486","ENSAPEP00000016105","ENSAPEG00000011486.1","ENSAPEG00000011486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16153","ENSAPEG00000011488","ENSAPEP00000016114","ENSAPEG00000011488.1","ENSAPEG00000011488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16154","ENSAPEG00000011489","ENSAPEP00000016127","ENSAPEG00000011489.1","ENSAPEG00000011489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16155","ENSAPEG00000011490","ENSAPEP00000016104","ENSAPEG00000011490.1","ENSAPEG00000011490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16156","ENSAPEG00000011491","ENSAPEP00000016115","ENSAPEG00000011491.1","ptrhd1","ZFIN",NA,NA,"ZDB-GENE-081110-2","ptrhd1","ENSMUSG00000096199","Ptrhd1","ortholog_one2one",33.3333,33.5714,0
"16157","ENSAPEG00000011491","ENSAPEP00000016119","ENSAPEG00000011491.1","ptrhd1","ZFIN",NA,NA,"ZDB-GENE-081110-2","ptrhd1","ENSMUSG00000096199","Ptrhd1","ortholog_one2one",33.3333,33.5714,0
"16158","ENSAPEG00000011492","ENSAPEP00000016116","ENSAPEG00000011492.1","ENSAPEG00000011492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16159","ENSAPEG00000011494","ENSAPEP00000016147","ENSAPEG00000011494.1","slc7a14a","ZFIN",NA,NA,"ZDB-GENE-070912-112","slc7a14a","ENSMUSG00000069072","Slc7a14","ortholog_one2one",79.4682,69.7795,0
"16160","ENSAPEG00000011495","ENSAPEP00000016112","ENSAPEG00000011495.1","mpg","ZFIN",NA,NA,"ZDB-GENE-070410-121","mpg","ENSMUSG00000020287","Mpg","ortholog_one2one",49.3103,42.9429,1
"16161","ENSAPEG00000011497","ENSAPEP00000016219","ENSAPEG00000011497.1","usp5","ZFIN",NA,NA,"ZDB-GENE-040426-2584","usp5","ENSMUSG00000038429","Usp5","ortholog_one2one",68.3957,66.0839,0
"16162","ENSAPEG00000011497","ENSAPEP00000016233","ENSAPEG00000011497.1","usp5","ZFIN",NA,NA,"ZDB-GENE-040426-2584","usp5","ENSMUSG00000038429","Usp5","ortholog_one2one",68.3957,66.0839,0
"16163","ENSAPEG00000011499","ENSAPEP00000016131","ENSAPEG00000011499.1","slc25a15a","ZFIN",NA,NA,"ZDB-GENE-070112-1072","slc25a15a",NA,NA,NA,NA,NA,NA
"16164","ENSAPEG00000011499","ENSAPEP00000016139","ENSAPEG00000011499.1","slc25a15a","ZFIN",NA,NA,"ZDB-GENE-070112-1072","slc25a15a",NA,NA,NA,NA,NA,NA
"16165","ENSAPEG00000011500","ENSAPEP00000016117","ENSAPEG00000011500.1","wu:fj39g12","ZFIN",NA,NA,"ZDB-GENE-030131-7901","wu:fj39g12",NA,NA,NA,NA,NA,NA
"16166","ENSAPEG00000011500","ENSAPEP00000016126","ENSAPEG00000011500.1","wu:fj39g12","ZFIN",NA,NA,"ZDB-GENE-030131-7901","wu:fj39g12",NA,NA,NA,NA,NA,NA
"16167","ENSAPEG00000011501","ENSAPEP00000016125","ENSAPEG00000011501.1","elmod3","ZFIN",NA,NA,"ZDB-GENE-091204-471","elmod3","ENSMUSG00000056698","Elmod3","ortholog_one2one",39.6789,45.4068,0
"16168","ENSAPEG00000011503","ENSAPEP00000016143","ENSAPEG00000011503.1","sowahca","ZFIN",NA,NA,"ZDB-GENE-081104-106","sowahca",NA,NA,NA,NA,NA,NA
"16169","ENSAPEG00000011504","ENSAPEP00000016128","ENSAPEG00000011504.1","angptl3","ZFIN",NA,NA,"ZDB-GENE-010817-3","angptl3","ENSMUSG00000028553","Angptl3","ortholog_one2many",44.4915,46.1538,1
"16170","ENSAPEG00000011504","ENSAPEP00000016144","ENSAPEG00000011504.1","angptl3","ZFIN",NA,NA,"ZDB-GENE-010817-3","angptl3","ENSMUSG00000028553","Angptl3","ortholog_one2many",44.4915,46.1538,1
"16171","ENSAPEG00000011505","ENSAPEP00000016258","ENSAPEG00000011505.1","myo1hb","ZFIN",NA,NA,"ZDB-GENE-070705-355","myo1hb",NA,NA,NA,NA,NA,NA
"16172","ENSAPEG00000011506","ENSAPEP00000016130","ENSAPEG00000011506.1","zbtb10","ZFIN",NA,NA,"ZDB-GENE-030429-10","zbtb10","ENSMUSG00000069114","Zbtb10","ortholog_one2one",47.7733,41.115,0
"16173","ENSAPEG00000011507","ENSAPEP00000016176","ENSAPEG00000011507.1","ENSAPEG00000011507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16174","ENSAPEG00000011508","ENSAPEP00000016175","ENSAPEG00000011508.1","ENSAPEG00000011508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16175","ENSAPEG00000011509","ENSAPEP00000016132","ENSAPEG00000011509.1","tdg.2","ZFIN",NA,NA,"ZDB-GENE-131121-30","tdg.2",NA,NA,NA,NA,NA,NA
"16176","ENSAPEG00000011510","ENSAPEP00000016138","ENSAPEG00000011510.1","ENSAPEG00000011510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16177","ENSAPEG00000011511","ENSAPEP00000016225","ENSAPEG00000011511.1","prkd2","ZFIN",NA,NA,"ZDB-GENE-131120-142","prkd2","ENSMUSG00000041187","Prkd2","ortholog_one2one",69.0502,73.9429,1
"16178","ENSAPEG00000011511","ENSAPEP00000016243","ENSAPEG00000011511.1","prkd2","ZFIN",NA,NA,"ZDB-GENE-131120-142","prkd2","ENSMUSG00000041187","Prkd2","ortholog_one2one",69.0502,73.9429,1
"16179","ENSAPEG00000011511","ENSAPEP00000016291","ENSAPEG00000011511.1","prkd2","ZFIN",NA,NA,"ZDB-GENE-131120-142","prkd2","ENSMUSG00000041187","Prkd2","ortholog_one2one",69.0502,73.9429,1
"16180","ENSAPEG00000011512","ENSAPEP00000016133","ENSAPEG00000011512.1","CAMK2B","HGNC Symbol","HGNC:1461","CAMK2B",NA,NA,"ENSMUSG00000057897","Camk2b","ortholog_one2many",80.1902,75.976,0
